PDBsource,Smiles,rmvDumSmiles,ECscore,posResidues,negResidues
6SCM_L7H_A,[10*][C@]([H])(N([H])c1nc(C([H])([H])[H])nc2c([H])c([31*])c([30*])c([H])c12)C([H])([H])[H],[H]c1c([H])c([H])c2c(N([H])C([H])([H])C([H])([H])[H])nc(C([H])([H])[H])nc2c1[H],-3.4726137808473925,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[9*]c1c([H])c([21*])c([H])c([28*])c1[H],[H]c1c([H])c([H])c([H])c([H])c1[H],1.8744087108697638,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([24*])(F)F)c1[H],[H]c1c([H])c([H])c(C([H])(F)F)c([H])c1[H],2.9600599307584576,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([25*])(F)F)c1[H],[H]c1c([H])c([H])c(C([H])(F)F)c([H])c1[H],2.9208390092879863,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([26*])(F)F)c1[H],[H]c1c([H])c([H])c(C([H])(F)F)c([H])c1[H],2.942160394779843,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])F)c1[H],[H]c1c([H])c(N([H])[H])c([H])c(C([H])([H])F)c1[H],2.1557602356865826,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c(N([H])[H])c([H])c(C([24*])([26*])F)c1[H],[H]c1c([H])c(N([H])[H])c([H])c(C([H])([H])F)c1[H],2.177081621178439,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c(N([H])[H])c([H])c(C([25*])([26*])F)c1[H],[H]c1c([H])c(N([H])[H])c([H])c(C([H])([H])F)c1[H],2.137860699707968,TRP35,TRP35
6SCM_L7H_A,[20*]C([24*])([25*])F,[H]C([H])([H])F,0.7085089161441316,TRP35,
6SCM_L7H_A,[20*]C([24*])([26*])F,[H]C([H])([H])F,0.7298303016359882,TRP35,
6SCM_L7H_A,[20*]C([25*])([26*])F,[H]C([H])([H])F,0.690609380165517,TRP35,
6SCM_L7H_A,[4*]c1nc([5*])nc2c([H])c(O[6*])c(O[15*])c([H])c12,[H]Oc1c(O[H])c([H])c2c([H])nc([H])nc2c1[H],-2.4907389562725926,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[4*]c1nc([5*])nc2c([H])c(O[6*])c([30*])c([H])c12,[H]Oc1c([H])c([H])c2c([H])nc([H])nc2c1[H],-2.150623617093068,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[4*]c1nc([5*])nc2c([H])c([31*])c(O[15*])c([H])c12,[H]Oc1c([H])c([H])c2nc([H])nc([H])c2c1[H],-2.0718220718799016,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[4*]c1nc([5*])nc2c([H])c([31*])c([30*])c([H])c12,[H]c1nc([H])c2c([H])c([H])c([H])c([H])c2n1,-1.7317067327003772,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([21*])c([H])c([28*])c1[H],[H]c1c([H])c([H])c(C([H])([H])N([H])[H])c([H])c1[H],1.424695861353452,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])(F)F)c1[H],[H]c1c([H])c(C([H])(F)F)c([H])c(C([H])([H])N([H])[H])c1[H],2.510347081242146,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([25*])(F)F)c1[H],[H]c1c([H])c(C([H])(F)F)c([H])c(C([H])([H])N([H])[H])c1[H],2.471126159771675,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([26*])(F)F)c1[H],[H]c1c([H])c(C([H])(F)F)c([H])c(C([H])([H])N([H])[H])c1[H],2.4924475452635315,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])F)c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])N([H])[H])c([H])c1C([H])([H])F,1.706047386170271,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([24*])([26*])F)c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])N([H])[H])c([H])c1C([H])([H])F,1.7273687716621275,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([25*])([26*])F)c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])N([H])[H])c([H])c1C([H])([H])F,1.6881478501916567,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([H])(c1c([H])c([28*])c([H])c(C([24*])([25*])F)c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])F)c([H])c([C@]([H])(N([H])[H])C([H])([H])[H])c1[H],0.7233543053793741,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([H])(c1c([H])c([28*])c([H])c(C([24*])([26*])F)c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])F)c([H])c([C@]([H])(N([H])[H])C([H])([H])[H])c1[H],0.7446756908712306,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([H])(c1c([H])c([28*])c([H])c(C([25*])([26*])F)c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])F)c([H])c([C@]([H])(N([H])[H])C([H])([H])[H])c1[H],0.7054547694007598,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([H])(c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])[26*])c1[H])C([H])([H])[H],[H]c1c(N([H])[H])c([H])c([C@]([H])(N([H])[H])C([H])([H])[H])c([H])c1C([H])([H])[H],-0.05962400420064434,TRP35,TRP35
6SCM_L7H_A,[5*]c1nc(N([9*])[H])c2c([H])c(O[15*])c(O[6*])c([H])c2n1,[H]Oc1c(O[H])c([H])c2c(N([H])[H])nc([H])nc2c1[H],-2.65546178413921,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([9*])[H])c2c([H])c([30*])c(O[6*])c([H])c2n1,[H]Oc1c([H])c([H])c2c(N([H])[H])nc([H])nc2c1[H],-2.3153464449596854,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([9*])[H])c2c([H])c(O[15*])c([31*])c([H])c2n1,[H]Oc1c([H])c([H])c2nc([H])nc(N([H])[H])c2c1[H],-2.236544899746519,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([9*])[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])[H])c2c([H])c([H])c([H])c([H])c2n1,-1.8964295605669945,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([21*])c([H])c([28*])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],1.5894186892200692,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])(F)F)c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])(F)F)c1[H],2.675069909108763,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([25*])(F)F)c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])(F)F)c1[H],2.6358489876382922,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([26*])(F)F)c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])(F)F)c1[H],2.657170373130149,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])F)c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])F)c([H])c1C([H])([H])[H],1.870770214036888,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([24*])([26*])F)c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])F)c([H])c1C([H])([H])[H],1.8920915995287446,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([25*])([26*])F)c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])F)c([H])c1C([H])([H])[H],1.8528706780582738,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([H])(c1c([H])c([28*])c([H])c(C([24*])([25*])F)c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])F)c([H])c(C([H])([H])C([H])([H])[H])c1[H],0.8880771332459914,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([H])(c1c([H])c([28*])c([H])c(C([24*])([26*])F)c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])F)c([H])c(C([H])([H])C([H])([H])[H])c1[H],0.9093985187378479,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([H])(c1c([H])c([28*])c([H])c(C([25*])([26*])F)c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])F)c([H])c(C([H])([H])C([H])([H])[H])c1[H],0.8701775972673771,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([H])(c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])[26*])c1[H])C([H])([H])[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1C([H])([H])[H],0.10509882366597295,TRP35,TRP35
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c(O[C@]3([H])C([H])([H])OC([H])([H])C3([H])[H])c(O[6*])c([H])c2n1,[H]Oc1c(O[C@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(N([H])C([H])([H])[H])nc([H])nc2c1[H],-3.133895499179971,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@]([10*])([H])C([H])([H])[H])c2c([H])c(O[15*])c(O[6*])c([H])c2n1,[H]Oc1c(O[H])c([H])c2c(N([H])C([H])([H])C([H])([H])[H])nc([H])nc2c1[H],-4.350302277907113,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@]([10*])([H])C([H])([H])[H])c2c([H])c([30*])c(O[6*])c([H])c2n1,[H]Oc1c([H])c([H])c2c(N([H])C([H])([H])C([H])([H])[H])nc([H])nc2c1[H],-4.010186938727589,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c(O[15*])c(OC([H])([H])[H])c([H])c2n1,[H]Oc1c(OC([H])([H])[H])c([H])c2nc([H])nc(N([H])C([H])([H])[H])c2c1[H],-1.7498305869816857,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c(O[C@]3([H])C([H])([H])OC([H])([H])C3([H])[H])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])[H])c2c([H])c(O[C@]3([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c2n1,-2.71497861478728,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c([30*])c(OC([H])([H])[H])c([H])c2n1,[H]c1nc(N([H])C([H])([H])[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2n1,-1.4097152478021617,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@]([10*])([H])C([H])([H])[H])c2c([H])c(O[15*])c([31*])c([H])c2n1,[H]Oc1c([H])c([H])c2nc([H])nc(N([H])C([H])([H])C([H])([H])[H])c2c1[H],-3.9313853935144225,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@]([10*])([H])C([H])([H])[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2n1,-3.591270054334898,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([H])(c2c([H])c([21*])c([H])c(N([H])[H])c2[H])C([H])([H])[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])[C@@]([H])(c2c([H])c([H])c([H])c(N([H])[H])c2[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2n1,-2.144018734792447,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[6*]Oc1c(O[15*])c([H])c2c(N([H])[C@@]([10*])([18*])[H])nc(C([H])([H])[H])nc2c1[H],[H]Oc1c(O[H])c([H])c2c(N([H])C([H])([H])[H])nc(C([H])([H])[H])nc2c1[H],-2.821795532301399,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[6*]Oc1c([30*])c([H])c2c(N([H])[C@@]([10*])([18*])[H])nc(C([H])([H])[H])nc2c1[H],[H]Oc1c([H])c([H])c2c(N([H])C([H])([H])[H])nc(C([H])([H])[H])nc2c1[H],-2.4816801931218744,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[10*][C@]([18*])([H])N([H])c1nc(C([H])([H])[H])nc2c([H])c([31*])c(O[15*])c([H])c12,[H]Oc1c([H])c([H])c2nc(C([H])([H])[H])nc(N([H])C([H])([H])[H])c2c1[H],-2.402878647908708,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[10*][C@]([18*])([H])N([H])c1nc(C([H])([H])[H])nc2c([H])c([31*])c([30*])c([H])c12,[H]c1c([H])c([H])c2c(N([H])C([H])([H])[H])nc(C([H])([H])[H])nc2c1[H],-2.0627633087291835,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([24*])([25*])F)c1[H],[H]c1c([H])c([H])c(C([H])([H])F)c([H])c1[H],2.582917627013895,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([24*])([26*])F)c1[H],[H]c1c([H])c([H])c(C([H])([H])F)c([H])c1[H],2.6042390125057517,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([25*])([26*])F)c1[H],[H]c1c([H])c([H])c(C([H])([H])F)c([H])c1[H],2.5650180910352804,TRP35,TRP35
6SCM_L7H_A,[9*]c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])[26*])c1[H],[H]c1c([H])c(N([H])[H])c([H])c(C([H])([H])[H])c1[H],1.799939317433877,TRP35,TRP35
6SCM_L7H_A,[18*][C@]([H])(c1c([H])c([21*])c([H])c(N([H])[H])c1[H])N([H])c1nc(C([H])([H])[H])nc2c([H])c([31*])c([30*])c([H])c12,[H]c1c([H])c(N([H])[H])c([H])c(C([H])([H])N([H])c2nc(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c1[H],-0.615511989186732,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[21*]c1c([H])c([28*])c([H])c([C@]([H])(N([H])c2nc(C([H])([H])[H])nc3c([H])c([31*])c([30*])c([H])c23)C([H])([H])[H])c1[H],[H]c1c([H])c([H])c([C@]([H])(N([H])c2nc(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c([H])c1[H],-1.5982050699776285,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])([25*])F)c1[H],[H]c1c([H])c(C([H])([H])F)c([H])c(C([H])([H])N([H])[H])c1[H],2.1332047774975833,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])([26*])F)c1[H],[H]c1c([H])c(C([H])([H])F)c([H])c(C([H])([H])N([H])[H])c1[H],2.15452616298944,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([25*])([26*])F)c1[H],[H]c1c([H])c(C([H])([H])F)c([H])c(C([H])([H])N([H])[H])c1[H],2.115305241518969,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])[26*])c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])N([H])[H])c([H])c1C([H])([H])[H],1.350226467917565,TRP35,TRP35
6SCM_L7H_A,[3*]N([H])[C@@]([H])(c1c([H])c([28*])c([H])c(C([24*])([25*])[26*])c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c([H])c([C@]([H])(N([H])[H])C([H])([H])[H])c1[H],0.3675333871266681,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])([25*])F)c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])F)c1[H],2.2979276053642006,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])([26*])F)c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])F)c1[H],2.319248990856057,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([25*])([26*])F)c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])F)c1[H],2.2800280693855863,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c(N([H])[H])c([H])c(C([24*])([25*])[26*])c1[H],[H]c1c(N([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],1.5149492957841824,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([H])(c1c([H])c([28*])c([H])c(C([24*])([25*])[26*])c1[H])C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],0.5322562149932855,TRP35,TRP35
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c(O[15*])c(O[6*])c([H])c2n1,[H]Oc1c(O[H])c([H])c2c(N([H])C([H])([H])[H])nc([H])nc2c1[H],-2.9404518057889044,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c([30*])c(O[6*])c([H])c2n1,[H]Oc1c([H])c([H])c2c(N([H])C([H])([H])[H])nc([H])nc2c1[H],-2.60033646660938,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c(N([H])[H])c2[H])c2c([H])c([30*])c(O[6*])c([H])c2n1,[H]Oc1c([H])c([H])c2c(N([H])C([H])([H])c3c([H])c([H])c([H])c(N([H])[H])c3[H])nc([H])nc2c1[H],-1.153085147066929,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([H])(c2c([H])c([21*])c([H])c([28*])c2[H])C([H])([H])[H])c2c([H])c([30*])c(O[6*])c([H])c2n1,[H]Oc1c([H])c([H])c2c(N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])nc([H])nc2c1[H],-2.1357782278578257,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c(O[15*])c([31*])c([H])c2n1,[H]Oc1c([H])c([H])c2nc([H])nc(N([H])C([H])([H])[H])c2c1[H],-2.5215349213962135,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([10*])([18*])[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2n1,-2.181419582216689,TYR36,"TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c(N([H])[H])c2[H])c2c([H])c(O[15*])c([31*])c([H])c2n1,[H]Oc1c([H])c([H])c2nc([H])nc(N([H])C([H])([H])c3c([H])c([H])c([H])c(N([H])[H])c3[H])c2c1[H],-1.0742836018537625,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c(N([H])[H])c2[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(N([H])[H])c2[H])c2c([H])c([H])c([H])c([H])c2n1,-0.7341682626742378,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c([28*])c2[H])c2c([H])c([30*])c(OC([H])([H])[H])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2n1,0.46469346306760284,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([H])(c2c([H])c([21*])c([H])c([28*])c2[H])C([H])([H])[H])c2c([H])c(O[15*])c([31*])c([H])c2n1,[H]Oc1c([H])c([H])c2nc([H])nc(N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c2c1[H],-2.0569766826446587,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([H])(c2c([H])c([21*])c([H])c([28*])c2[H])C([H])([H])[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])[C@@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2n1,-1.7168613434651343,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[6*]Oc1c([30*])c([H])c2c(N([H])[C@@]([18*])([H])c3c([H])c([21*])c([H])c([28*])c3[H])nc(C([H])([H])[H])nc2c1[H],[H]Oc1c([H])c([H])c2c(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])nc(C([H])([H])[H])nc2c1[H],-0.6072714822521105,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[9*]c1c([H])c([28*])c([H])c(C([24*])([25*])[26*])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],2.2270967087611893,TRP35,TRP35
6SCM_L7H_A,[15*]Oc1c([31*])c([H])c2nc(C([H])([H])[H])nc(N([H])[C@@]([18*])([H])c3c([H])c([21*])c([H])c([28*])c3[H])c2c1[H],[H]Oc1c([H])c([H])c2nc(C([H])([H])[H])nc(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2c1[H],-0.5284699370389437,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[18*][C@]([H])(c1c([H])c([21*])c([H])c([28*])c1[H])N([H])c1nc(C([H])([H])[H])nc2c([H])c([31*])c([30*])c([H])c12,[H]c1c([H])c([H])c(C([H])([H])N([H])c2nc(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],-0.18835459785941921,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[3*]N([H])[C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])([25*])[26*])c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])N([H])[H])c1[H],1.7773838592448774,TRP35,TRP35
6SCM_L7H_A,[4*][C@@]([18*])([H])c1c([H])c([28*])c([H])c(C([24*])([25*])[26*])c1[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],1.9421066871114947,TRP35,TRP35
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c([28*])c2[H])c2c([H])c(O[15*])c(O[6*])c([H])c2n1,[H]Oc1c(O[H])c([H])c2c(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])nc([H])nc2c1[H],-1.0660430949191406,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c([28*])c2[H])c2c([H])c([30*])c(O[6*])c([H])c2n1,[H]Oc1c([H])c([H])c2c(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])nc([H])nc2c1[H],-0.7259277557396164,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c([28*])c2[H])c2c([H])c(O[15*])c([31*])c([H])c2n1,[H]Oc1c([H])c([H])c2nc([H])nc(N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2c1[H],-0.6471262105264498,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([21*])c([H])c([28*])c2[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2n1,-0.3070108713469253,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([28*])c([H])c(C([24*])([25*])F)c2[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])F)c2[H])c2c([H])c([H])c([H])c([H])c2n1,0.40149804479720597,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([28*])c([H])c(C([24*])([26*])F)c2[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])F)c2[H])c2c([H])c([H])c([H])c([H])c2n1,0.42281943028906255,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c([28*])c([H])c(C([25*])([26*])F)c2[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])F)c2[H])c2c([H])c([H])c([H])c([H])c2n1,0.38359850881859126,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([18*])([H])c2c([H])c(N([H])[H])c([H])c(C([24*])([25*])[26*])c2[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])C([H])([H])c2c([H])c(N([H])[H])c([H])c(C([H])([H])[H])c2[H])c2c([H])c([H])c([H])c([H])c2n1,-0.38148026478281294,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[5*]c1nc(N([H])[C@@]([H])(c2c([H])c([28*])c([H])c(C([24*])([25*])[26*])c2[H])C([H])([H])[H])c2c([H])c([30*])c([31*])c([H])c2n1,[H]c1nc(N([H])[C@@]([H])(c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2n1,-1.3641733455737088,"TRP35,TYR36","TRP35,TYR36"
6SCM_L7H_A,[18*][C@]([H])(c1c([H])c([28*])c([H])c(C([24*])([25*])[26*])c1[H])N([H])c1nc(C([H])([H])[H])nc2c([H])c([31*])c([30*])c([H])c12,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])N([H])c2nc(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c1[H],0.16433340003200655,"TRP35,TYR36","TRP35,TYR36"
